	id	sentence	sentiment
1382	cff3806822e280c687f6b8b4c	 The film runs on a little longer than it needs to -- Muccino either does n't notice when his story ends or just ca n't tear himself away from the characters -- but it 's smooth and professional .	1
1383	33d93be5760dc804efbc336ed	 Blithely anachronistic and slyly achronological .	2
1384	6f72a86a05d1ff4a88998151d	 This starts off with a 1950 's Doris Day feel and it gets very ugly , very fast .	1
1385	5c2838ab847633cb00067c92a	 The first five minutes will have you talking 'til the end of the year !	3
1386	85da4827b924df5b3e4ec9d3b	 Triumph of Love is a very silly movie , but the silliness has a pedigree .	2
1387	077b469aedf5197265206601c	 Discursive but oddly riveting documentary .	3
1388	d47965a7c9d3dbae8d4e7ced3	 The movie has no respect for laws , political correctness or common decency , but it displays something more important : respect for its flawed , crazy people .	2
1389	22021bdf9c5ae8c488d1b9b33	 On its own , Big Trouble could be considered a funny little film .	3
1390	8e8eb0536f6853fb470e3aa78	 An undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band .	3
1391	e24d985a25b797f3ac1a20d86	 This cinema verite speculation on the assassination of John F. Kennedy may have been inspired by Blair Witch , but it takes its techniques into such fresh territory that the film never feels derivative .	3
1392	e253aa11e484d9fcf5ec1ff7b	 A beautifully observed character piece .	4
1393	26b6f792bdce3a434b4220b9f	 A coming-of-age movie that Hollywood would n't have the guts to make .	4
1394	7dba9c1c17fd1617aac74a3e5	 It is quite a vision .	3
1395	989fdd4d32b0659b42413f550	 There are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies .	3
1396	b0f87ee0d5d5bd8d35b11ae35	 A bittersweet drama about the limbo of grief and how truth-telling can open the door to liberation .	3
1397	9eba9d65170cd51e25e0511e9	 A strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two	3
1398	d50c66a843f22ec1c2fad5e9d	 Salma goes native and she 's never been better in this colorful bio-pic of a Mexican icon .	4
1399	62b0e8cfecd87b5982518d997	 Filled with Alexandre Desplat 's haunting and sublime music , the movie completely transfixes the audience .	4
1400	5f2fedaf24a1fe9b869028693	 As chilling and fascinating as Philippe Mora 's modern Hitler-study , Snide and Prejudice .	3
1401	657380e3a9f40aba3597f1374	 An hour and a half of joyful solo performance .	4
1402	cff154f1fc35a2b215fb1e2d7	 Strange and beautiful film .	3
1403	7686b13b5015f4e332bc1027f	 No worse a film than Breaking Out , and Breaking Out was utterly charming .	3
1404	c63da546a5dbc608c58a3120e	 Parker can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion '	1
1405	7bf61b797d70077e153a46339	 ... Despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . '	3
1406	692e90fa968b11168589df257	 ... a guiltless film for nice evening out .	3
1407	45e9b41b68ac7761ffb32a247	 Deflated ending aside , there 's much to recommend the film .	3
1408	9b51b912f2f57f74e4613d74a	 It 's a treat -- a delightful , witty , improbable romantic comedy with a zippy jazzy score ... Grant and Bullock make it look as though they are having so much fun .	4
1409	9be9cb472448986a83dd9eed6	 Performances all around are tops , with the two leads delivering Oscar-caliber performances .	3
1410	14fd753101f3bd368824557cf	 Everything about The Quiet American is good , except its timing .	3
1411	6e29aae75318d6d01cf365799	 A savage John Waters-like humor that dances on the edge of tastelessness without ever quite falling over .	2
1412	b93c78b8a9ea3c4a899c372eb	 At once a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge .	3
1413	dc5da89dadd619cfd71c374e6	 May seriously impair your ability to ever again maintain a straight face while speaking to a highway patrolman .	2
1414	0d537279aec403aaa62c8c3eb	 It 's an interesting effort -LRB- particularly for JFK conspiracy nuts -RRB- , and Barry 's cold-fish act makes the experience worthwhile .	3
1415	78d31b5ecb82514f43090c944	 They 're just a couple of cops in Copmovieland , these two , but in Narc , they find new routes through a familiar neighborhood .	3
1416	fe013514f3923f46cb37aa68f	 Brings awareness to an issue often overlooked -- women 's depression .	2
1417	40693698df955803713a37135	 It 's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 .	1
1418	b7082c81d40d282c1942ddbd9	 It has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame .	3
1419	a5265e4f95e3d0b9f667ceef8	 You can almost see Mendes and company getting together before a single frame had been shot and collectively vowing , ` This is going to be something really good . '	3
1420	4aecdb982c41be64d4f7df1af	 And it is .	3
1421	b953d76a5b6be7531cdaf5950	 Foster and Whitaker are especially fine .	4
1422	13905cf6021a57731af09bee7	 She is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew .	3
1423	00988d0b6bed1d7d2e94f9ca2	 Undoubtedly the scariest movie ever made about tattoos .	3
1424	7c2d55c7f25970901d214a36e	 A movie that will wear you out and make you misty even when you do n't want to be .	2
1425	beb939af43a50ca99d5ae7f05	 Not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .	4
1426	9f9fb8d8fca729daa7b2f0f45	 Though the story ... is hackneyed , the characters have a freshness and modesty that transcends their predicament .	3
1427	3cd4d1cd091c8cc52ad2cc0dd	 Although Frailty fits into a classic genre , in its script and execution it is a remarkably original work .	3
1428	3616d32a0a1ab94f295154d07	 If this movie leaves you cool , it also leaves you intriguingly contemplative .	2
1429	dbc026c61db6cb3b69605779f	 The climactic events are so well realized that you may forget all about the original conflict , just like the movie does	2
1430	6dee048f3c08600a94b49a611	 A rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children 's television .	1
1431	bd709a4172064ef8473770ef3	 All comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad .	0
1432	c5edf3618b4399487d2b70410	 If a horror movie 's primary goal is to frighten and disturb , then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .	4
1433	696b3404ed5d4afaf2c1fc10c	 A playful Iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences .	3
1434	3d56c4deb15735f89a088222d	 Brilliantly written and well-acted , Yellow Asphalt is an uncompromising film .	4
1435	26f241b858302d545ad510f2e	 That ` Alabama ' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of Witherspoon -LRB- who is always a joy to watch , even when her material is not first-rate -RRB- ...	3
1436	ab65b2e82fad801f517c018f8	 Personal Velocity has a no-frills docu-Dogma plainness , yet Miller lingers on invisible , nearly psychic nuances , leaping into digressions of memory and desire .	2
1437	41f4c4efc0aaa4bd8e6766f68	 She boxes these women 's souls right open for us .	3
1438	0bbb46db430beaccb16c5a1de	 A fascinating literary mystery story with multiple strands about the controversy of who really wrote Shakespeare 's plays .	4
1439	454ee2dd5e25a2370cd95b5cc	 Throughout , Mr. Audiard 's direction is fluid and quick .	3
1440	c48cbfc6e5df1228b6de0de89	 A dashing and absorbing outing with one of France 's most inventive directors .	3
1441	f395ab3a994c988d0f6fd5bd1	 It 's a fine , old-fashioned-movie movie , which is to say it 's unburdened by pretensions to great artistic significance .	3
1442	d897a03db65af27b7204ef692	 ... flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags .	3
1443	30c7656de25e6648ac94f96b0	 The Trials of Henry Kissinger is a remarkable piece of filmmaking ... because you get it .	4
1444	bdb039d3d32396f9763834e0e	 Nachtwey clears the cynicism right out of you .	2
1445	f92aa13057bc295e87234ac85	 He makes you realize that deep inside righteousness can be found a tough beauty .	4
1446	0cbdc424fe0e890c5a4db95df	 What it lacks in substance it makes up for in heart .	3
1447	4062a3c53efb9d2c5e5b90257	 Robert Harmon 's less-is-more approach delivers real bump-in - the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film 's thick shadows .	3
1448	10e144c61e8811d1b3306990b	 With its hint of an awkward Hitchcockian theme in tact , Harmon 's daunting narrative promotes a reasonable landscape of conflict and pathos to support the scattershot terrorizing tone	2
1449	cb794c65859691e1e6a4fdffd	 In Auteil 's less dramatic but equally incisive performance , he 's a charismatic charmer likely to seduce and conquer .	3
1450	be3a62064e982c62342eb56f4	 The heart of the film is a touching reflection on aging , suffering and the prospect of death .	3
1451	0feb2c234138ae5dc9af8d4a7	 Will you go ape over this movie ?	2
1452	724e5d82bea5bffe3ddf1a6ac	 Well , it probably wo n't have you swinging from the trees hooting it 's praises , but it 's definitely worth taking a look .	3
1453	4694071582b6c5f7d91fe238b	 Its director 's most substantial feature for some time .	3
1454	5c31ff9fc12f9834f524edaf6	 Fontaine 's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal .	4
1455	4c5fa5fe846e3d8e1d45f28ef	 The Son Of The Bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .	4
1456	7da58caca5baa8f41283f39d6	 This movie is to be cherished .	4
1457	9dd54775be74c3d53c8d85e01	 ... a visually seductive , unrepentantly trashy take on Rice 's second installment of her Vampire Chronicles .	2
1458	b3d6eed33e1f573c6fd0e2ae1	 The story 's scope and pageantry are mesmerizing , and Mr. Day-Lewis roars with leonine power .	4
1459	f22ebe91d15b8f99a07480508	 P.T. Anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible .	4
1460	dcb8b53d0ac78481d5315b02b	 Twenty years later , E.T. is still a cinematic touchstone .	4
1461	d0bd357c6b76be3f0d5e66a85	 This fascinating experiment plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives The Lady and the Duke something of a theatrical air .	3
1462	030015ff9ca3d055ec2b2bd2e	 It 's virtually impossible to like any of these despicable characters .	1
1463	d752ef5d9c2727110f7b82aa1	 This is mostly well-constructed fluff , which is all it seems intended to be .	2
1464	dd935380e5639206a5716280f	 Even through its flaws , Revolution # 9 proves to be a compelling , interestingly told film .	3
1465	9cc34783cec5d1bb77aad71eb	 The best way to describe it is as a cross between Paul Thomas Anderson 's Magnolia and David Lynch 's Mulholland Dr.	2
1466	051b86bbd3f23cb2c5ce9065e	 Schepisi , aided by a cast that seems to include every top-notch British actor who did not appear in Gosford Park -LRB- as well as one , Ms. Mirren , who did -RRB- , has succeeded beyond all expectation .	4
1467	962c34caeac77a0eeceb53f54	 Watching this film , one is left with the inescapable conclusion that Hitchens ' obsession with Kissinger is , at bottom , a sophisticated flower child 's desire to purge the world of the tooth and claw of human power .	3
1468	274ddbd78b60421f1f9534e59	 There is no denying the power of Polanski 's film ...	3
1469	6d701dc654abbaf0a9d9ac0fb	 The movie is amateurish , but it 's a minor treat .	3
1470	6d8e5abe92a0310d3975a5e83	 This charming but slight tale has warmth , wit and interesting characters compassionately portrayed .	3
1471	da1d02ac5e41e71aaadf70644	 Offers a persuasive look at a defeated but defiant nation in flux .	3
1472	f92980a25ed1c43b048487632	 A return to pure Disney magic and is enjoyable family fare .	4
1473	f90cc0dd4328518a715e660b2	 Takes a fresh and absorbing look at a figure whose legacy had begun to bronze .	3
1474	c0852ae5c73d3da7fc007d4ea	 A triumph of pure craft and passionate heart .	4
1475	0866e8d58e6773d364ae63d1b	 Gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .	4
1476	8bf3db9d415c851c6f093233e	 Witty and often surprising , a dark little morality tale disguised as a romantic comedy .	4
1477	b68564e6b78324ddfdd8243bd	 Even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , Scratch is great fun , full of the kind of energy it 's documenting .	3
1478	f68cb6c58d8483715789116e5	 Got a David Lynch jones ?	2
1479	77076f2a544b25c86f939f047	 Then you 'd do well to check this one out because it 's straight up Twin Peaks action ...	3
1480	33ed11905e3233aa2f91c73a6	 Astonishing ... -LRB- frames -RRB- profound ethical and philosophical questions in the form of dazzling pop entertainment .	4
1481	2ed49012ded654985486d437e	 Take Care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .	1
1482	8bb28bbf995b4b6d1d4aeec9f	 It 's hard to fairly judge a film like RINGU when you 've seen the remake first .	2
1483	505d0e468f61d825dd5189db8	 Many of the effective horror elements are dampened through familiarity , -LRB- yet -RRB- are worthwhile .	2
1484	16809d62de235deb91a3c13e2	 One of the very best movies ever made about the life of moviemaking .	4
1485	5f7a39cd9eb334faf5d7deaff	 Rarely does such high-profile talent serve such literate material .	3
1486	cbd40eb0e55f8b62050d92147	 An elegant and sly deadpan comedy .	3
1487	723ad414044fa4c5b5a58035a	 The way the roundelay of partners functions , and the interplay within partnerships and among partnerships and the general air of Gator-bashing are consistently delightful .	4
1488	8b66a5f15d0b79b33f7e44cf1	 Land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored .	3
1489	f94dd9b7678e9cf8a62e4365e	 ` Blue Crush ' swims away with the Sleeper Movie of the Summer award .	3
1490	4990772dc523b910726b9f8e5	 You 're not merely watching history , you 're engulfed by it .	4
1491	d78e2f76b9a66767fa2908c54	 A chick flick for guys .	2
1492	875eeb8ea6279ba46bbff65a5	 It 's mildly entertaining , especially if you find comfort in familiarity .	3
1493	49e276650e755f55e1caa1cc5	 But it 's hardly a necessary enterprise .	1
1494	088e1e9a3a5b6ed31e207bbc3	 The Quiet American is n't a bad film , it 's just one that could easily wait for your pay per view dollar .	1
1495	90d81f798d31def86b48a9f70	 As home movie gone haywire , it 's pretty enjoyable , but as sexual manifesto , I 'd rather listen to old Tori Amos records .	2
1496	25ee0f90d410775e2ca54456e	 In its treatment of the dehumanizing and ego-destroying process of unemployment , Time Out offers an exploration that is more accurate than anything I have seen in an American film .	3
1497	2895e5dfd84d2ac65667dab16	 Like an episode of MTV 's Undressed , with 20 times the creativity but without any more substance ... indulgently entertaining but could have and should have been deeper .	2
1498	90904f72b8b9eef6032a91708	 A sensitive , cultivated treatment of Greene 's work as well as a remarkably faithful one .	4
1499	d8b62b2c339ebeff6ef0dd808	 It 's not just a feel-good movie , it 's a feel movie .	3
1500	573823f9433d7f253b62559cc	 You feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did .	4
1501	ca0561168346767be3a89cbc5	 It 's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .	3
1502	e5c61d396bfef31b57502650f	 What makes Barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies .	3
1503	a265efb5d657db75480acc215	 Watching these two actors play against each other so intensely , but with restraint , is a treat .	3
1504	6c0c647cd9a0d14c5f191e2c2	 An example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .	4
1505	d39ec07dde78bb501584a9f3a	 A meditation on faith and madness , Frailty is blood-curdling stuff .	3
1506	0bf4876f1ce8da427379b0d59	 The production design , score and choreography are simply intoxicating .	4
1507	f92c7d0c5cd17531bb49716d1	 A comedy that is warm , inviting , and surprising .	4
1508	315acd48ea76cd9351f1dc07d	 So vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted Rembrandt .	4
1509	b6e497662c4bc821d55bd328a	 Suspend your disbelief here and now , or you 'll be shaking your head all the way to the credits .	1
1510	f692c4e600a1bef21418902df	 Trades run-of-the-mill revulsion for extreme unease .	2
1511	7e0c1d34ea85973c0b6766a98	 ... one of the more influential works of the ` Korean New Wave ' .	4
1512	692cba744f873b5059735b29d	 Implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most American of businesses , and for that reason it may be the most oddly honest Hollywood document of all .	3
1513	fab10e440d59f1762f1ecc541	 A beautifully tooled action thriller about love and terrorism in Korea .	4
1514	776b305da08051c88aba413c3	 Director-writer Bille August ... depicts this relationship with economical grace , letting his superb actors convey Martin 's deterioration and Barbara 's sadness -- and , occasionally , anger .	2
1515	ccdae04d138c9b501d0ecd342	 Victor Rosa is Leguizamo 's best movie work so far , a subtle and richly internalized performance .	4
1516	7e71606500db82324eca10805	 Birthday Girl does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency .	3
1517	3fed4141b452bf13300317f59	 smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - Broadway play .	4
1518	694db4647c25c5419d7dc0d02	 Topics that could make a sailor blush - but lots of laughs .	4
1519	2358451f3e06cbae2afca6db4	 Michael Moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he 's got as potent a topic as ever here .	3
1520	18a2ce533df7f18843101fdb4	 A fine production with splendid singing by Angela Gheorghiu , Ruggero Raimondi , and Roberto Alagna .	4
1521	e165ecce2aff7bd9cdcdcdc0d	 About a Boy vividly recalls the Cary Grant of Room for One More , Houseboat and Father Goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .	2
1522	eaa902ede561e12e1363fd99d	 None of this is meaningful or memorable , but frosting is n't , either , and you would n't turn down a big bowl of that , would you ?	3
1523	87d3a61cbc875132061670a45	 The film is a fierce dance of destruction .	3
1524	9182b3fa364b4913b2e1233a5	 Its flame-like , roiling black-and-white inspires trembling and gratitude .	3
1525	cfb4e3f12309def0a7099c352	 May lack the pungent bite of its title , but it 's an enjoyable trifle nonetheless .	3
1526	46b164c6c0509e9ed28a12e76	 ... manages to fall closer in quality to Silence than to the abysmal Hannibal .	2
1527	674a2a86abf83ad01b6fe6772	 You may think you have figured out the con and the players in this debut film by Argentine director Fabian Bielinsky , but while you were thinking someone made off with your wallet .	1
1528	07bfb470245aa0efec1ebd9b8	 Diane Lane works nothing short of a minor miracle in Unfaithful .	4
1529	01f083af82cf81fc6eaab76d1	 Takashi Miike keeps pushing the envelope : Ichi the Killer	3
1530	34219dc846bde4f4b74657a0b	 A fantastic premise anchors this movie , but what it needs is either a more rigid , Blair Witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity that that implies .	2
1531	9343a9765525aa818f77356d5	 Exhilarating but blatantly biased .	3
1532	237a8cb4a72b47c9b9a8dce87	 Much of what we see is horrible but it 's also undeniably exceedingly clever .	3
1533	e2e660ff391d0fde48f374ff3	 It understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking .	2
1534	115974467937a5f9285769fe1	 Ramsay succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer 's memory .	3
1535	4ea996fcba75f4c13512c33d5	 ... a thoughtful what-if for the heart as well as the mind .	4
1536	810d8fe24c8c4084b7ebfffba	 Like its bizarre heroine , it irrigates our souls .	3
1537	d8669e752009e2426456dc3b1	 Hawn and Sarandon form an acting bond that makes The Banger Sisters a fascinating character study with laughs to spare .	4
1538	788ad81970c8f1a325ad15af0	 It 's a fun adventure movie for kids -LRB- of all ages -RRB- that like adventure .	4
1539	23c5ce42818a5bef02df66adf	 A very capable nailbiter .	3
1540	9c023dc1736e64fd270a4d106	 Because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by Kieran Culkin .	4
1541	d5357d0bb5ea3aec5fb0d8d9b	 `` White Oleander , '' the movie , is akin to a Reader 's Digest condensed version of the source material .	1
1542	25646d577380ab8e9a634c591	 It 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .	1
1543	d9d1e49790d4ad792c3f510fa	 You do n't want to call the cops .	2
1544	db0149438b8d26300a82699b3	 You want to call Domino 's .	2
1545	468ddd49c71902dbbff7c3ee6	 What 's most refreshing about Real Women Have Curves is its unforced comedy-drama and its relaxed , natural-seeming actors .	3
1546	59b6951467b32bab4cefca3e3	 The low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .	3
1547	5e3e158582535e6904d76ab81	 Secretary is just too original to be ignored .	3
1548	734dbb35710fdc8ba08a967fb	 That rare film whose real-life basis is , in fact , so interesting that no embellishment is needed .	3
1549	36b16f617d7528f8fc84f57d7	 Smart and fun , but far more witty than it is wise .	3
1550	cec4b8dc613f604e8016f69fe	 This is n't a stand up and cheer flick ; it 's a sit down and ponder affair .	3
1551	46a7f4222fb577af5e70d927c	 And thanks to Kline 's superbly nuanced performance , that pondering is highly pleasurable .	4
1552	fae0faad6a5544bcd9f1a2dde	 Originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller .	3
1553	828c9bc30a98c1750ad7c8533	 Walter Hill 's Undisputed is like a 1940s Warner Bros. .	3
1554	d97784d8f84ba11980ecd71e6	 B picture , and I mean that as a compliment .	2
1555	6677b639e5cfd7cf083f4dd5f	 This one is not nearly as dreadful as expected .	3
1556	6ef3935567fe900a93e7f2d99	 In fact , it 's quite fun in places .	3
1557	fcf9a4e2eb8b8135acde8b699	 With elements cribbed from Lang 's Metropolis , Welles ' Kane , and Eisenstein 's Potemkin , the true wonder of Rintarô 's Metropolis is the number of lasting images all its own .	2
1558	b1040856a8fd97eacbd65ba52	 A biopic about Crane 's life in the classic tradition but evolves into what has become of us all in the era of video .	2
1559	8c0caf3443e5b7d2cba766959	 The best of the Pierce Brosnan James Bond films to date .	3
1560	37fb7ede8f869044c4d50b2e0	 Thanks to a small star with big heart , this family film sequel is plenty of fun for all .	4
1561	274126bac56d9e8fd0af5d606	 While the now 72-year-old Robert Evans been slowed down by a stroke , he has at least one more story to tell : his own .	3
1562	37bc23641f2a0215d56b940de	 It 's about individual moments of mood , and an aimlessness that 's actually sort of amazing .	4
1563	dfcd3f95b6c3e088ac52d771e	 The people in Jessica are so recognizable and true that , as in real life , we 're never sure how things will work out .	3
1564	6c84e2af371f2201f56704f13	 A tone poem of transgression .	3
1565	9961950535e7091006e5d5dd6	 Creeps you out in high style , even if Nakata did it better .	2
1566	95adf31f1b66419f9ff7518b2	 Rubbo runs through a remarkable amount of material in the film 's short 90 minutes .	3
1567	063b2e94fe30482708598919e	 Visually engrossing , seldom hammy , honorably Mexican and burns its Kahlories with conviction .	3
1568	bebba60188cde03fe54af295a	 This is Christmas Future for a lot of baby boomers .	3
1569	59a1825d9b4f54f9bf6cda6ba	 Despite a quieter middle section , involving Aragorn 's dreams of Arwen , this is even better than The Fellowship .	3
1570	a40b752c5fbd67cbc437ce830	 There are scenes of cinematic perfection that steal your heart away .	4
1571	f5e26ac1828e2afb936b24c03	 Spider-Man is in the same category as X-Men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around .	2
1572	f02409912b9b64159ed2d5014	 The obnoxious title character provides the drama that gives added clout to this doc .	3
1573	cf68e1efa53960a2d8bca5974	 Anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film .	4
1574	9ea22e978479f6b2cf7aefe53	 The fun of the movie is the chance it affords to watch Jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad .	4
1575	f1106a87af7ed3c0a21a1399c	 Saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory .	3
1576	33c379ba250016e6d7b3b60e0	 It 's something of the ultimate Scorsese film , with all the stomach-turning violence , colorful New York gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas .	4
1577	a7b045e8809a1e209c7b47bd8	 Mr. Caine and Mr. Fraser are the whole show here , with their memorable and resourceful performances .	4
1578	8b4af4d85d01d5d764c622aed	 A frustrating yet deeply watchable melodrama that makes you think it 's a tougher picture than it is .	2
1579	5f2d02e7232e839281d8aa29a	 A giddy and provocative sexual romp that has something to say .	3
1580	b214df2700a2d7c8bbf424b0c	 -LRB- Russell -RRB- makes good B movies -LRB- The Mask , The Blob -RRB- , and The Scorpion King more than ably meets those standards .	3
1581	9db2a73d0db86b3a5035d4fc3	 Otto-Sallies has a real filmmaker 's eye .	3
1582	0c713e8e9e8dd93debc24f4a0	 This is a smart movie that knows its classical music , knows its Freud and knows its Sade .	3
1583	6bd01ddf2f17cdeefa9372310	 The film has an infectious enthusiasm and we 're touched by the film 's conviction that all life centered on that place , that time and that sport .	3
1584	33143dd259c57a4bf0f9365b3	 Beautifully reclaiming the story of Carmen and recreating it an in an African idiom .	3
1585	709e5fcc655ad06bc42104fdc	 The camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm .	4
1586	5306766b008829dc197029c3c	 A flawed but engrossing thriller .	3
1587	53178c5db13583ad0cbd468c5	 Demonstrates the unusual power of thoughtful , subjective filmmaking .	4
1588	278199749727d529583cd7324	 Expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .	3
1589	99dc442919f3455b7483b64f5	 The success of Undercover Brother is found in its ability to spoof both black and white stereotypes equally .	3
1590	d72afa6cc4457b29902d84f99	 This is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but Ayres makes the right choices at every turn .	3
1591	f525631d5cfdfe3dbb79015de	 Cox creates a fluid and mesmerizing sequence of images to match the words of Nijinsky 's diaries .	3
1592	78d4dad82a21d362da30bf856	 What Bloody Sunday lacks in clarity , it makes up for with a great , fiery passion .	2
1593	4614da4a368febdde9df0f6f8	 Its adult themes of familial separation and societal betrayal are head and shoulders above much of the director 's previous popcorn work .	3
1594	88f0dadda45b0a227556ca11d	 Director Nancy Savoca 's no-frills record of a show forged in still-raw emotions captures the unsettled tenor of that post 9-11 period far better than a more measured or polished production ever could .	4
1595	c579946b9308d5ffd7ed1f214	 The film grows on you .	3
1596	d4b86838f4ac6169a8fac1265	 And how .	2
1597	c0597416dcc6674bcb9badd0d	 One thing you have to give them credit for : The message of the movie is consistent with the messages espoused in the company 's previous video work .	3
1598	a626153f81f5bb32a653f23a0	 Halloween : Resurrection is n't exactly quality cinema , but it is n't nearly as terrible as it cold have been .	2
1599	511c6dd48f7df0996aed22c69	 As banal as the telling may be -- and at times , All My Loved Ones more than flirts with kitsch -- the tale commands attention .	3
1600	9ab835cdad97559db81c677ab	 Romantic comedy and Dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here .	4
1601	8319078ab1ff4f1822286dd03	 The most wondrous love story in years , it is a great film .	4
1602	bc03bbce5744257e20833b2f1	 Some movies suck you in despite their flaws , and Heaven is one such beast .	4
1603	53b3d9269d827f59413caf73a	 My Wife Is an Actress works as well as it does because -LRB- the leads -RRB- are such a companionable couple .	3
1604	e1c5769bea2632365b5b09803	 With Spy Kids 2 : The Island of Lost Dreams , however , Robert Rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking .	4
1605	3dcdcc991066b9b7b8739e987	 Based on Dave Barry 's popular book of the same name , the movie benefits from having a real writer plot out all of the characters ' moves and overlapping story .	3
1606	c654376823965f12e6cbe1296	 Bouquet gives a performance that is masterly .	4
1607	317565eb3cf91808515fbd767	 A poignant comedy that offers food for thought .	4
1608	6fb1a1e77f252fbef5812267c	 ... a series of tales told with the intricate preciseness of the best short story writing .	4
1609	438a23f9881c9a59b29015bc5	 If you 're content with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life , Eisenstein delivers .	3
1610	4a91c3dc9e5956a2cee928fac	 This filmed Tosca -- not the first , by the way -- is a pretty good job , if it 's filmed Tosca that you want .	3
1611	d2979499080a5677f3d34be69	 I 'll stay with the stage versions , however , which bite cleaner , and deeper .	1
1612	d718c75c030d55b388e7d4725	 While the path may be familiar , first-time director Denzel Washington and a top-notch cast manage to keep things interesting .	3
1613	ca0416830a74715f6cb1f15e3	 An engaging criminal romp that will have viewers guessing just who 's being conned right up to the finale .	3
1614	2278ba87636faf355763f5abe	 The picture runs a mere 84 minutes , but it 's no glance .	3
1615	2566375c8095031d852652bbc	 It 's a head-turner -- thoughtfully written , beautifully read and , finally , deeply humanizing .	4
1616	26aab4b754ab70b1ee46f8aad	 It asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up .	3
1617	d1b6feab6f3b207c650f96955	 It is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients .	3
1618	3cb1866b689acf00ff7112c56	 `` Barbershop '' is a good-hearted ensemble comedy with a variety of quirky characters and an engaging story .	3
